w,x,y
5.41,-3.95,-101.67
5.37,3.35,82.05
5.68,-1.56,-66.44
5.26,5.55,122.8
5.39,-2.81,-81.31
5.26,5.45,120.57
3.55,9.45,174.95
2.87,7.65,116.7
4.63,3.17,66.87
5.7,-1.12,-60.49
6.81,-1.81,-88.27
5.96,-8.03,-209.72
3.71,9.12,170.65
3.72,-5.79,-104.41
4.87,7.22,152.02
6.37,-0.57,-62.13
4.36,-2.1,-55.77
4.77,-4.29,-96.02
5.43,-9.39,-233.68
5.16,2.25,61.01
2.14,5.7,67.43
4.81,-0.82,-45.64
5.29,-1.62,-61.74
4.81,1.69,48.23
6.88,-11.71,-359.53
5.27,5.12,113.95
4.77,-3.36,-80.12
5.47,3.6,88.31
4.28,2.51,52.11
5.5,-2.38,-76.0
2.79,-7.29,-115.73
5.28,1.19,47.79
4.57,-0.71,-41.94
5.38,7.5,171.91
7.44,-5.92,-192.52
4.55,2.09,50.12
5.7,2.09,66.68
5.41,-8.14,-197.62
6.25,2.45,81.68
2.25,1.69,21.53
2.16,-1.92,-30.7
5.2,-3.6,-91.49
5.1,-6.03,-137.78
5.39,5.92,133.93
4.56,-6.57,-137.83
3.45,3.33,51.96
5.49,-3.39,-92.86
6.03,3.31,93.22
5.09,-5.89,-134.56
3.49,9.25,168.35
4.57,1.36,41.21
4.36,-3.15,-70.35
5.6,8.29,198.96
5.33,-3.34,-89.2
4.63,-0.76,-42.99
6.09,-3.95,-114.67
5.12,1.74,53.12
5.34,-2.07,-68.96
5.4,-0.65,-50.67
5.27,2.37,64.24
5.69,1.2,53.44
4.87,-9.48,-219.98
5.32,-10.47,-263.41
5.89,1.7,63.63
5.36,0.39,39.01
5.65,0.66,45.71
6.9,-3.68,-125.93
5.25,3.57,83.81
5.21,-2.88,-79.3
5.9,5.52,136.27
4.25,1.78,42.31
6.64,0.33,54.51
5.05,4.62,99.4
4.89,3.08,69.55
5.17,-1.67,-60.79
5.84,9.21,232.61
3.42,11.13,217.76
4.88,-10.86,-261.9
5.79,-1.8,-71.69
3.73,4.18,68.65
6.27,-6.59,-179.35
6.6,1.55,72.43
2.87,-9.37,-163.76
5.77,5.79,139.43
2.91,-1.78,-35.97
6.93,-3.08,-114.16
5.36,-3.96,-100.71
3.88,2.34,44.65
5.2,-7.78,-182.53
2.58,-4.51,-64.24
4.95,-0.76,-46.5
4.91,3.15,70.96
3.78,-10.95,-230.93
5.13,-3.22,-83.65
5.94,-6.13,-159.87
5.85,3.44,92.45
5.44,-4.11,-105.23
4.34,-1.13,-43.88
6.03,-0.17,-52.53
6.88,9.06,260.1
4.71,-6.06,-130.02
4.25,-1.06,-42.19
5.22,3.12,75.55
5.19,-6.86,-159.21
5.08,6.76,146.25
6.47,-1.87,-83.49
5.82,-0.86,-58.59
4.42,4.36,83.0
6.58,-6.06,-173.76
5.02,2.71,65.86
7.27,-3.73,-135.12
5.11,6.36,137.6
4.79,8.85,191.98
3.81,-8.62,-168.39
6.45,5.42,146.78
3.98,-3.23,-65.94
5.8,-1.75,-71.04
5.15,-0.15,-42.16
3.71,-5.7,-102.55
5.33,-3.41,-90.43
5.68,5.23,124.98
4.14,-11.55,-260.1
4.47,-6.2,-127.86
5.76,-0.34,-51.18
5.48,2.8,74.7
5.75,4.03,101.8
4.84,-9.17,-210.32
4.96,4.32,92.09
5.87,2.17,70.7
3.95,-6.69,-127.16
4.91,6.36,133.1
5.2,-1.63,-60.61
6.76,3.58,112.9
4.9,-5.71,-126.55
5.58,-2.66,-81.99
4.4,-3.48,-76.17
4.27,-1.59,-48.31
5.05,1.37,47.3
4.65,-0.15,-37.07
3.7,-2.68,-54.72
5.95,4.47,114.64
5.37,-4.26,-106.78
5.01,-8.48,-196.24
3.11,-1.39,-34.24
4.86,-2.94,-74.96
5.9,-2.82,-89.95
5.94,-1.62,-71.21
5.0,6.7,142.82
4.66,4.16,83.83
5.69,3.65,93.26
6.89,8.74,250.37
4.65,0.32,30.66
4.39,-3.94,-83.47
6.03,6.41,160.66
4.8,7.29,152.08
5.64,-3.14,-91.02
4.49,1.67,43.93
6.15,-3.59,-108.79
5.34,3.05,76.36
5.14,1.25,46.91
4.95,-3.41,-83.96
3.32,2.76,42.93
4.09,2.43,48.55
3.82,0.92,28.5
5.32,5.53,123.7
4.2,-2.02,-52.7
5.02,-1.26,-53.48
5.0,-5.47,-123.73
6.42,-7.08,-196.28
4.99,7.69,166.72
5.2,-8.41,-199.31
4.71,-4.1,-91.61
5.39,-5.74,-137.7
4.91,-9.93,-234.16
5.76,-0.85,-57.64
4.7,6.19,124.6
4.85,3.55,76.55
5.11,0.7,39.74
5.12,5.01,108.64
5.15,-1.83,-62.61
5.13,4.31,94.96
4.34,2.57,53.71
4.44,5.68,108.37
6.55,12.41,365.23
4.98,-11.97,-301.3
3.46,-1.15,-35.23
4.58,1.41,41.85
4.98,-3.67,-88.8
4.57,-0.45,-39.19
4.76,-9.18,-208.19
4.78,-12.64,-317.38
6.52,5.55,151.72
4.61,-0.33,-38.35
4.77,4.31,88.45
2.7,-1.94,-35.55
6.46,4.11,117.75
3.67,-1.16,-37.26
5.67,-0.79,-55.77
5.14,-1.11,-53.13
2.57,-2.9,-43.89
6.49,-10.67,-308.51
5.78,2.53,75.0
4.84,-0.63,-43.97
5.45,1.4,52.92
6.13,13.0,371.99
3.61,1.23,29.49
5.76,-2.5,-82.26
7.27,-0.09,-68.13
4.62,0.87,36.07
4.75,-5.99,-129.32
5.27,2.51,66.51
4.92,6.27,131.29
6.74,8.88,250.04
7.17,-6.92,-212.79
4.52,4.59,88.96
4.31,-2.05,-54.43
6.4,2.88,92.17
4.24,2.39,49.84
5.49,5.62,129.38
4.34,3.38,65.52
5.68,-1.51,-65.61
3.95,0.61,26.8
6.28,-5.05,-142.29
3.66,3.15,52.33
4.68,3.48,72.54
4.69,-1.28,-49.72
4.92,-9.56,-223.71
2.82,1.85,27.74
4.4,9.22,191.51
5.09,2.7,66.7
4.24,2.06,45.73
7.93,0.02,69.16
4.4,-0.43,-37.38
3.96,-4.23,-81.16
5.89,-4.1,-113.68
4.45,-5.56,-114.1
4.58,-6.16,-129.28
4.48,-4.11,-87.81
4.7,3.73,77.06
4.76,0.25,31.12
5.27,-2.87,-80.24
4.73,-2.72,-69.42
5.33,-3.46,-91.37
6.37,-9.96,-280.59
5.85,5.63,137.78
4.68,-1.01,-46.28
5.07,5.6,119.68
5.31,-2.69,-78.04
5.24,5.47,120.67
5.39,1.47,53.16
5.36,-0.54,-48.8
3.24,2.07,34.24
3.31,-0.96,-32.21
3.08,-9.43,-170.4
5.77,-0.31,-51.0
5.14,-4.03,-98.11
3.43,7.56,126.8
3.91,2.57,47.94
4.38,4.22,79.96
3.46,-3.25,-59.06
6.38,6.78,179.09
4.5,-2.58,-64.16
4.9,1.3,44.35
4.91,-2.65,-71.04
5.55,9.15,222.2
6.23,3.12,93.42
5.92,-0.47,-54.82
2.58,5.93,78.34
2.86,-2.12,-38.77
4.25,-1.78,-50.38
4.14,3.75,68.35
5.73,-7.55,-190.49
3.07,1.01,22.59
4.41,-2.66,-63.99
3.14,2.33,35.84
4.12,-2.17,-53.52
6.75,-0.29,-63.57
5.53,7.11,165.66
6.14,0.22,46.5
3.35,3.16,48.44
4.49,3.0,62.17
3.87,-6.59,-123.41
5.88,-1.32,-65.73
4.33,7.39,143.54
3.45,1.08,26.47
5.02,0.68,38.51
5.42,2.15,63.26
6.94,0.33,58.81
6.07,6.91,174.57
4.48,-1.36,-48.14
4.01,-4.14,-80.39
4.34,-1.34,-46.28
5.43,0.57,42.05
5.74,0.08,39.94
4.77,-7.2,-157.29
5.02,0.94,41.53
4.07,11.95,262.45
5.69,-7.99,-201.18
5.15,3.1,74.1
5.44,-0.94,-54.66
4.56,-5.13,-107.78
5.09,6.34,136.81
4.25,-2.7,-62.33
4.56,1.29,40.23
2.81,4.45,58.66
4.28,-0.57,-37.54
3.39,4.65,70.6
4.31,3.4,65.43
5.76,1.49,58.49
6.0,-3.41,-102.54
5.26,-6.38,-149.33
5.09,6.54,141.3
4.25,-8.85,-185.73
5.52,3.15,81.21
5.78,-5.42,-139.35
3.22,5.57,83.37
6.04,7.02,176.78
5.04,9.38,213.94
4.66,4.52,90.34
5.12,2.83,69.19
6.06,5.05,129.38
3.51,-5.98,-104.01
5.51,-0.8,-53.82
4.72,9.13,197.63
5.49,-5.0,-124.11
4.97,0.88,40.2
5.55,-4.93,-123.9
5.39,3.39,83.05
4.64,-3.51,-80.41
5.03,-1.57,-57.57
5.31,4.54,103.1
5.04,-2.65,-73.12
5.1,-9.43,-225.36
4.83,2.42,58.57
5.19,-6.49,-150.33
4.17,4.53,81.64
5.77,-7.09,-179.35
6.25,11.81,331.86
4.8,-6.26,-136.43
4.41,-6.53,-133.5
5.35,-7.88,-189.08
5.21,5.29,116.27
3.73,4.12,67.58
5.69,-6.33,-158.4
4.56,-2.49,-63.71
4.65,-2.96,-71.83
3.65,5.65,92.58
4.83,-6.66,-146.04
5.4,4.72,108.46
3.31,3.97,58.93
4.94,6.32,132.73
4.33,5.09,94.78
3.66,-5.45,-97.11
4.99,-4.8,-109.86
3.04,5.32,75.89
5.91,0.13,42.39
5.07,-5.54,-126.48
4.94,16.44,463.18
6.41,4.78,131.39
5.8,-7.54,-191.91
6.97,4.09,128.32
6.98,2.68,99.32
3.93,-1.18,-40.08
2.62,3.5,43.41
5.4,-2.86,-82.25
3.87,-5.54,-102.61
4.52,-1.55,-50.85
5.37,3.64,87.08
6.08,-1.73,-74.96
7.04,1.18,73.69
4.76,0.92,38.22
4.98,-5.71,-128.36
5.37,5.76,129.97
6.26,-0.82,-64.08
5.37,-1.98,-68.08
6.58,1.16,65.95
4.63,4.2,83.88
3.3,1.18,26.1
5.11,-6.98,-160.15
6.21,4.28,116.17
5.24,8.16,185.43
6.12,-4.55,-127.83
3.84,2.97,52.36
4.22,-0.98,-41.05
4.41,-0.16,-34.93
5.36,1.82,57.61
6.27,3.72,105.91
5.21,-1.57,-60.08
3.75,7.04,122.53
3.63,4.73,75.95
7.33,4.1,136.54
6.23,4.59,123.05
5.27,1.76,55.32
4.62,5.24,103.18
4.34,3.42,66.29
5.99,-1.28,-66.8
3.93,-7.96,-155.28
5.71,0.81,48.46
5.49,-5.38,-132.07
6.64,4.25,124.63
5.09,-0.23,-42.26
3.52,14.32,324.28
4.52,-6.91,-144.63
5.33,8.4,194.56
6.84,-5.08,-156.02
3.18,5.85,87.71
4.45,-2.95,-68.74
5.25,-6.18,-144.74
5.26,0.28,36.63
3.94,-6.35,-119.82
4.0,4.02,70.37
3.66,-1.59,-41.61
4.96,3.89,84.4
5.83,-0.29,-51.48
4.99,3.9,84.9
4.19,-4.85,-95.85
3.69,-0.43,-31.0
4.97,-9.44,-221.76
3.87,-0.94,-37.18
5.9,-3.44,-101.38
2.52,1.19,19.8
3.78,-1.69,-43.92
4.42,-4.15,-87.33
3.72,-1.28,-38.97
5.36,0.57,41.24
5.59,-1.76,-68.09
3.11,-4.49,-71.7
4.47,-1.27,-46.88
5.65,-5.56,-139.67
4.37,4.53,85.15
4.69,2.16,53.01
5.47,0.04,36.31
3.72,4.44,72.57
5.19,-3.39,-87.62
5.29,-6.82,-160.66
5.77,-3.65,-102.76
5.57,-4.15,-108.54
5.33,1.79,56.61
2.82,7.64,115.32
3.89,-6.12,-114.09
6.16,2.11,74.28
2.87,4.61,61.88
4.27,-0.13,-33.29
4.29,2.63,53.91
3.66,1.69,34.71
6.34,-0.51,-60.98
4.87,3.39,74.29
5.13,5.76,124.6
3.68,3.11,52.04
7.02,-6.29,-191.2
3.96,-5.74,-108.16
3.84,-1.74,-45.14
3.86,0.39,24.06
5.59,1.05,50.03
4.91,-0.16,-39.72
4.72,0.76,35.99
4.58,7.09,142.11
6.87,-0.25,-64.81
4.72,-0.29,-39.08
5.65,3.62,92.01
4.21,-0.07,-32.31
6.14,9.7,256.99
5.56,1.16,51.22
5.03,0.61,37.79
5.44,-2.73,-80.76
4.63,-5.63,-119.17
5.05,11.2,270.16
4.86,-1.73,-57.45
5.33,0.56,40.78
4.29,-2.34,-58.03
5.34,-5.89,-140.07
6.06,3.16,91.05
4.71,1.24,41.42
5.85,-0.22,-50.85
4.69,3.39,71.38
5.47,-10.49,-268.86
5.23,-2.77,-78.11
4.72,4.39,89.04
5.4,-2.42,-75.22
4.7,-6.68,-143.54
5.18,6.65,146.04
2.81,-0.35,-23.98
2.85,1.65,26.27
4.84,2.53,60.28
3.19,-5.36,-87.2
4.76,5.82,117.94
4.5,-2.21,-59.06
3.95,10.24,207.38
5.8,1.2,54.98
4.75,-5.59,-120.9
6.0,11.99,329.71
6.05,1.14,57.69
4.45,-2.35,-60.23
4.19,-5.58,-109.46
5.41,6.57,149.54
6.41,-1.89,-82.91
5.0,2.5,62.13
3.32,10.6,199.8
4.89,-8.87,-203.1
4.12,2.41,48.59
5.39,12.54,327.22
4.95,0.05,31.0
4.76,-0.28,-39.45
4.02,2.85,53.26
4.16,-5.47,-106.6
5.07,-10.06,-243.14
5.05,-5.44,-124.13
4.47,1.43,40.71
4.14,5.91,107.02
6.89,3.51,114.26
5.57,2.69,74.23
5.96,-0.28,-52.96
4.73,2.15,53.27
7.48,0.19,64.77
5.12,-0.53,-45.96
4.49,1.17,38.06
4.2,3.74,69.16
3.65,-1.24,-37.86
5.56,-4.0,-105.37
5.81,-8.17,-209.42
5.17,4.26,94.93
5.61,-2.17,-74.48
4.53,-2.28,-60.35
5.42,-1.16,-57.19
4.58,4.57,89.77
5.58,-8.38,-208.79
5.75,-3.7,-103.35
4.69,3.14,67.33
5.51,4.21,100.6
5.61,-5.98,-148.25
7.5,-1.17,-89.13
5.56,-5.17,-129.23
5.0,-0.87,-48.44
4.83,4.2,87.49
6.18,-2.16,-83.64
5.54,-5.34,-132.27
6.92,2.43,93.5
5.6,0.98,49.25
2.35,-7.91,-119.38
4.66,-4.95,-106.31
4.65,10.85,246.3
4.08,-4.74,-91.81
5.56,0.12,38.28
4.11,-0.69,-37.08
4.5,-6.28,-130.12
5.82,7.84,192.4
4.44,2.79,58.23
6.64,-4.12,-129.92
4.39,6.98,135.46
3.93,1.45,34.9
4.25,4.66,85.3
4.59,-3.41,-77.88
5.97,4.12,107.83
5.82,12.97,359.12
3.78,-0.61,-33.27
2.48,-4.59,-63.96
5.34,-5.02,-121.37
6.09,-3.49,-105.73
5.27,1.13,46.99
4.25,-2.56,-60.5
5.82,1.67,62.13
2.25,1.42,19.52
4.83,-5.17,-114.04
4.56,-0.75,-42.21
3.51,-1.35,-37.62
3.33,-2.26,-45.31
4.75,-8.48,-189.24
5.05,8.31,184.37
5.35,-1.16,-56.36
5.31,3.8,89.01
4.1,-3.9,-78.1
5.03,2.97,69.86
5.41,-4.0,-102.65
4.95,4.01,86.36
6.05,-1.77,-75.23
4.79,1.28,42.73
5.13,-2.22,-68.13
5.43,-7.86,-190.84
5.94,0.31,45.05
5.23,-0.48,-46.59
5.45,-1.69,-65.09
4.99,-3.81,-91.29
5.43,0.28,38.6
4.64,7.09,143.59
4.38,-3.81,-81.06
5.49,7.44,173.14
3.6,1.87,35.9
5.98,6.51,161.86
6.24,-1.79,-78.48
1.98,-11.09,-184.79
5.3,2.3,63.65
3.92,0.53,25.83
4.5,-9.31,-204.51
5.19,-2.61,-74.77
4.99,7.23,155.26
3.96,-0.96,-38.22
4.38,6.57,125.77
6.06,-2.21,-82.47
4.59,-1.74,-54.18
4.55,10.61,235.69
6.78,-0.74,-70.42
3.36,4.57,68.92
2.98,-5.11,-79.33
5.51,-2.6,-79.87
3.02,-3.65,-58.51
4.37,4.04,76.8
4.6,-0.92,-44.39
5.32,-2.11,-69.15
4.94,4.89,102.59
5.77,5.18,125.94
4.36,1.11,35.99
5.08,0.14,33.25
4.88,1.4,45.47
4.46,-2.02,-55.93
7.77,-0.26,-78.48
5.69,3.04,82.19
5.28,-2.75,-78.5
4.8,-1.06,-48.3
6.0,-1.1,-64.33
4.4,-3.6,-77.94
5.19,-1.71,-61.57
5.3,0.62,41.03
4.18,-5.63,-110.18
5.32,-0.4,-46.72
5.62,9.65,239.2
3.59,-7.66,-140.5
5.74,-2.94,-89.31
3.43,3.34,51.77
6.37,-2.06,-85.07
4.92,-6.81,-151.46
5.84,-3.76,-106.03
4.65,-8.23,-179.75
6.47,4.9,135.21
6.09,7.16,181.61
5.78,-7.61,-193.36
3.88,-0.33,-31.68
4.07,0.32,25.32
4.5,4.05,79.15
5.47,5.19,119.66
4.54,6.39,125.35
4.1,-1.03,-40.34
5.28,3.32,79.99
3.31,1.12,25.65
5.62,0.27,40.6
4.77,-7.63,-167.71
5.49,-4.21,-108.09
4.13,3.4,62.74
5.62,1.23,52.96
5.31,-4.87,-117.65
5.81,4.78,118.16
5.36,-12.57,-335.28
2.44,4.22,50.35
4.82,-9.18,-209.85
3.53,2.06,37.25
4.12,-1.7,-47.91
4.71,-4.41,-97.3
6.4,2.7,88.67
5.28,-1.55,-60.7
4.97,3.02,69.83
5.66,6.11,144.58
4.07,4.66,82.19
7.54,3.92,137.3
5.46,6.28,143.75
5.82,2.93,82.66
4.91,-3.02,-77.02
5.46,3.84,92.4
4.57,-4.52,-96.51
4.88,2.65,62.77
5.12,-3.97,-96.72
4.62,0.56,32.8
3.11,2.54,37.89
5.29,-14.59,-408.85
4.78,3.13,68.59
4.83,8.38,180.47
4.64,-10.43,-240.99
5.87,2.07,69.07
4.57,-2.58,-65.19
4.01,-2.12,-51.58
6.27,-10.19,-284.95
4.56,-6.81,-143.43
5.79,0.34,43.57
5.22,1.11,46.05
4.53,-4.11,-88.73
4.87,4.64,96.47
4.39,6.94,134.34
6.13,7.99,205.34
3.61,1.26,29.69
5.06,0.45,36.36
5.7,-4.9,-126.37
6.18,-0.53,-59.07
3.58,-4.78,-83.9
6.14,-6.99,-186.34
6.2,-4.8,-135.04
5.08,6.39,137.4
4.29,6.66,126.07
5.29,4.52,102.24
4.41,-0.3,-36.13
4.22,5.63,103.16
4.48,0.07,26.77
4.23,-1.15,-43.01
5.83,4.72,117.44
5.5,3.36,84.56
5.59,10.23,256.12
6.26,4.79,128.08
5.32,0.86,44.29
5.06,-7.01,-159.66
4.17,-6.82,-134.7
4.36,-0.83,-40.89
5.2,-6.99,-162.5
4.46,5.13,97.98
4.76,-0.13,-37.94
5.84,-6.77,-173.0
5.34,-3.08,-85.01
5.78,3.05,83.96
6.65,0.57,58.07
5.87,9.35,237.6
3.8,-8.0,-153.12
4.1,-0.54,-35.52
4.38,-0.94,-42.25
5.03,6.48,138.36
5.19,-2.32,-70.41
5.55,-2.47,-78.2
4.27,-1.1,-42.81
5.66,6.96,165.3
5.28,2.65,68.77
6.4,15.15,470.66
4.39,-3.09,-69.94
6.06,-9.31,-250.11
5.07,6.62,142.44
3.47,0.2,19.51
5.02,4.94,105.18
4.65,4.89,97.1
6.08,-2.93,-95.27
4.58,2.85,61.09
4.69,12.59,304.62
4.84,0.51,34.61
5.87,-11.6,-319.18
4.02,-6.12,-116.78
5.2,-1.23,-55.46
4.07,-5.38,-103.28
6.01,2.37,76.28
4.38,2.8,57.55
6.25,-11.74,-337.65
3.73,1.88,37.45
4.56,-2.43,-62.79
4.77,-1.75,-56.48
4.0,13.32,305.84
3.39,2.58,41.66
6.21,4.51,120.84
3.6,-3.77,-68.3
4.32,-2.83,-65.13
5.19,-5.06,-119.15
4.94,6.51,137.13
6.92,10.07,294.79
5.04,-2.51,-70.99
5.26,2.07,59.64
4.19,5.2,94.14
4.59,-2.75,-67.8
3.75,-6.05,-110.03
5.74,5.18,125.3
4.52,0.8,34.23
5.63,2.76,76.3
4.36,0.4,28.67
3.73,0.97,28.09
5.91,-7.02,-181.21
5.53,-9.76,-247.59
5.88,1.16,55.57
6.39,10.87,304.03
4.68,-2.27,-62.34
2.52,-0.29,-21.95
5.14,-1.65,-60.18
6.34,-2.3,-88.67
4.79,4.4,90.45
4.98,0.84,39.94
4.02,-2.39,-55.03
3.31,-11.51,-233.71
6.4,-0.02,-55.28
4.21,-9.05,-189.81
4.34,1.18,36.44
3.81,-5.46,-100.01
5.99,-0.08,-50.73
5.06,-0.76,-47.97
4.66,3.5,72.6
5.04,-6.08,-137.84
6.52,-6.92,-194.52
4.84,-1.49,-54.15
6.21,6.6,170.2
5.49,10.9,274.43
5.21,-8.77,-209.41
6.34,8.18,216.73
3.75,-1.54,-41.96
5.16,-10.51,-259.47
5.84,-1.72,-71.15
4.55,8.73,182.45
4.98,1.28,45.21
5.76,5.03,122.49
6.07,-7.03,-185.49
4.48,2.13,49.6
6.0,-4.58,-125.96
3.47,-2.97,-55.43
4.27,2.46,51.26
4.44,-2.24,-58.57
4.21,0.35,26.85
4.02,-6.7,-128.88
5.41,-2.42,-75.27
7.01,-0.82,-75.27
4.74,4.5,91.38
3.91,3.78,65.25
6.12,-3.33,-103.3
4.32,4.75,88.22
4.56,-4.96,-104.66
4.91,-0.87,-47.4
5.21,3.7,85.49
4.51,0.63,32.49
4.11,-2.76,-61.2
5.02,-5.17,-117.91
5.07,3.24,75.19
5.73,-5.94,-150.18
6.37,-1.51,-76.11
6.12,-3.63,-109.05
5.47,8.46,200.28
4.31,0.56,29.71
3.69,-0.48,-31.4
5.15,-6.35,-146.27
3.98,-5.57,-105.28
3.47,8.28,143.98
4.98,0.03,31.04
3.81,-2.39,-52.4
3.9,-5.45,-101.42
5.61,4.14,101.16
4.53,6.31,123.5
4.54,1.28,39.87
4.54,6.64,131.11
5.11,-8.66,-203.8
5.62,-1.46,-64.19
6.32,1.49,67.03
5.2,-2.49,-73.24
6.91,7.09,201.91
6.03,-0.63,-58.29
6.07,-0.23,-53.67
6.54,1.7,73.85
3.54,-1.11,-35.6
5.17,2.27,61.27
6.62,4.34,125.92
5.84,4.36,109.9
4.53,4.53,88.02
5.09,-2.12,-66.04
5.58,-4.51,-115.7
5.05,2.98,70.49
5.0,-3.26,-82.25
4.34,1.03,34.77
6.6,-3.02,-106.59
7.39,4.59,149.64
4.64,-7.41,-159.13
6.61,6.83,186.73
4.25,7.19,136.88
4.57,-3.77,-83.51
6.36,5.03,135.74
2.12,-0.51,-20.92
4.96,-3.56,-86.65
3.58,-3.52,-64.31
7.17,-1.28,-85.48
4.86,-1.5,-54.41
2.8,3.19,41.89
5.58,14.31,401.83
8.55,4.82,184.75
4.25,-4.71,-94.26
3.27,-5.97,-99.49
2.88,-5.22,-79.48
4.95,2.01,54.5
6.39,-0.97,-68.22
5.64,-8.56,-215.47
3.1,-2.47,-45.12
4.76,2.05,52.38
4.33,6.76,128.86
3.39,-0.75,-31.12
6.37,-0.22,-57.34
4.62,-5.01,-106.79
4.73,-7.39,-160.76
5.36,-1.23,-57.45
4.55,-8.26,-178.23
5.29,0.49,39.42
4.75,-6.55,-141.69
4.18,-4.43,-88.02
4.91,6.99,147.63
4.04,4.46,78.26
4.41,5.92,112.85
5.17,-6.1,-140.96
4.19,-5.0,-98.5
5.82,4.14,105.19
4.44,0.88,34.28
5.13,-5.26,-122.03
4.6,-2.26,-61.07
4.22,-9.33,-197.64
3.73,0.44,23.38
5.18,1.38,49.06
5.69,-1.75,-69.32
4.82,-5.57,-122.1
4.85,-1.02,-48.4
5.59,-4.34,-112.52
3.87,2.47,46.27
5.04,-8.88,-207.74
5.38,-0.3,-46.23
3.85,6.11,105.2
5.5,6.64,153.32
3.47,5.67,89.46
5.19,-1.84,-63.45
4.15,3.52,64.75
4.86,-2.07,-62.08
4.27,4.12,76.34
4.76,5.23,105.81
4.35,-11.41,-262.44
5.08,12.25,306.31
2.38,-4.81,-65.77
4.0,2.12,43.4
4.6,-0.17,-36.71
4.53,4.95,95.92
6.22,-2.88,-96.82
5.82,10.15,261.07
4.37,7.81,154.26
5.65,6.8,160.98
6.69,-1.05,-73.91
3.52,-6.82,-120.8
6.54,1.85,76.39
3.52,0.35,21.02
5.57,-5.51,-136.78
4.73,1.49,44.73
5.4,-14.89,-425.81
5.08,2.66,65.89
4.53,-7.41,-156.52
4.13,-1.57,-46.51
6.71,0.2,53.68
5.08,-2.91,-77.81
5.55,3.41,86.33
5.81,3.77,97.92
4.21,9.24,187.02
5.24,3.98,91.02
4.02,3.43,61.45
6.63,-7.19,-204.86
5.88,-6.44,-165.73
6.93,-5.12,-159.17
5.13,-2.5,-72.21
6.04,4.93,126.21
4.05,3.97,70.42
5.33,-2.59,-76.73
4.82,-0.89,-46.59
5.18,5.89,128.59
5.5,3.06,79.32
5.3,4.3,98.16
6.16,0.46,49.81
3.88,10.87,223.57
4.45,0.28,28.44
3.54,2.03,37.08
5.55,1.56,56.64
4.66,-0.44,-40.01
4.69,0.07,28.68
3.81,-2.8,-57.76
5.0,-2.18,-65.46
4.55,-3.71,-82.27
5.84,1.29,56.88
4.76,4.22,86.53
7.51,0.83,75.53
5.61,-2.65,-82.17
4.61,0.03,27.59
4.85,-0.53,-43.0
6.92,9.06,261.34
5.68,-1.93,-71.91
5.0,-0.61,-45.48
4.17,5.6,101.55
4.03,-1.26,-42.06
5.47,4.66,108.78
5.81,2.97,82.95
4.11,-2.77,-61.32
4.52,0.74,33.66
6.06,1.58,64.32
3.91,2.05,41.48
3.57,-13.43,-303.11
3.61,-3.39,-62.94
2.89,6.12,87.21
5.42,-2.55,-77.62
5.88,-11.45,-314.35
5.22,3.63,84.4
5.32,-5.31,-127.02
4.35,-2.84,-65.81
3.04,-0.06,-23.66
5.91,2.2,71.79
3.76,3.86,64.05
4.29,-1.53,-47.96
2.82,2.1,30.15
5.51,-6.3,-153.53
5.73,7.98,194.19
6.6,-1.13,-73.81
4.2,-5.7,-111.94
4.44,-6.04,-123.78
5.77,5.32,129.06
4.95,-0.84,-47.5
6.0,4.89,124.66
4.54,-1.98,-56.41
3.3,1.29,27.08
3.69,1.75,35.64
5.37,-3.66,-95.56
4.82,-0.01,-37.35
1.49,-0.78,-19.16
5.43,-5.79,-139.89
4.48,5.19,99.55
4.49,3.13,64.14
5.4,-1.77,-65.36
4.54,-1.89,-55.4
4.93,-4.05,-94.59
5.77,1.97,65.9
5.33,-1.04,-54.58
4.65,-0.08,-36.41
2.8,2.28,31.81
4.42,-4.23,-88.92
3.83,9.44,182.07
4.67,-3.91,-87.62
5.34,-1.77,-64.66
3.92,-7.75,-150.2
5.05,-11.59,-290.75
5.23,-2.57,-74.87
6.25,-0.07,-53.87
5.72,4.6,112.54
4.02,-0.45,-34.0
5.76,-2.47,-81.85
1.54,6.69,73.71
4.67,-0.29,-38.56
3.5,-3.37,-61.21
5.92,1.83,66.16
4.54,-3.84,-84.14
3.44,0.02,17.96
4.11,1.4,36.38
5.0,1.9,53.63
3.02,5.43,77.43
4.54,3.75,74.72
2.29,-6.1,-84.41
6.28,-3.37,-107.13
5.16,-8.69,-205.77
3.53,0.62,23.2
6.15,-10.23,-282.32
6.42,0.86,59.09
5.14,3.69,84.07
6.26,-5.71,-157.28
5.72,5.93,141.81
4.59,0.59,32.89
6.9,3.19,107.7
5.49,1.18,50.53
3.71,3.85,63.05
4.19,-3.4,-71.52
4.99,-6.73,-151.3
2.15,-1.69,-28.75
2.22,3.58,39.62
4.38,2.39,51.8
5.22,-0.07,-42.04
5.65,-3.41,-96.05
5.84,3.92,101.07
3.17,-0.53,-27.65
4.36,12.72,297.72
4.34,2.39,51.27
3.52,6.58,108.02
5.51,2.3,67.06
6.52,-2.4,-93.49
4.8,3.92,82.16
6.59,-7.08,-201.04
5.81,-4.47,-119.66
5.26,-4.62,-111.58
6.1,-0.56,-58.37
6.23,-8.48,-230.28
5.77,15.37,452.72
3.48,0.18,19.44
4.54,5.79,112.75
5.09,2.99,71.22
3.96,-1.86,-47.86
6.09,-10.79,-299.03
5.22,-7.16,-167.44
